26,240,1.8,29,0,1,1
26,240,1.8,29,1,12,12
0,5,1,30,0,12,12
0,5,1,30,1,18,18
2,5,1,30,0,11,10
2,5,1,30,1,10,9
4,5,1,30,0,13,12
4,5,1,30,1,11,11
6,5,1,30,0,10,8
6,5,1,30,1,13,12
8,5,1,30,0,8,8
8,5,1,30,1,10,10
10,5,1,30,0,15,14
10,5,1,30,1,13,13
12,5,1,30,0,12,11
12,5,1,30,1,11,11
14,5,1,30,0,9,6
14,5,1,30,1,10,9
16,5,1,30,0,15,12
16,5,1,30,1,17,14
18,5,1,30,0,19,17
18,5,1,30,1,22,20
20,5,1,30,0,24,22
20,5,1,30,1,24,22
22,5,1,30,0,23,21
22,5,1,30,1,19,17
24,5,1,30,0,26,21
24,5,1,30,1,26,21
26,5,1,30,0,25,22
26,5,1,30,1,24,22
0,5,1.1,30,0,0,0
0,5,1.1,30,1,9,9
2,5,1.1,30,0,0,0
2,5,1.1,30,1,9,9
4,5,1.1,30,0,1,1
4,5,1.1,30,1,7,7
6,5,1.1,30,0,1,1
6,5,1.1,30,1,3,3
8,5,1.1,30,0,0,0
8,5,1.1,30,1,0,0
10,5,1.1,30,0,2,1
10,5,1.1,30,1,1,1
12,5,1.1,30,0,13,11
12,5,1.1,30,1,13,12
14,5,1.1,30,0,12,11
14,5,1.1,30,1,13,12
16,5,1.1,30,0,2,1
16,5,1.1,30,1,1,1
18,5,1.1,30,0,19,16
18,5,1.1,30,1,20,18
20,5,1.1,30,0,26,24
20,5,1.1,30,1,25,23
22,5,1.1,30,0,18,16
22,5,1.1,30,1,19,16
24,5,1.1,30,0,31,26
24,5,1.1,30,1,31,26
26,5,1.1,30,0,33,27
26,5,1.1,30,1,33,27
0,5,1.2,30,0,2,2
0,5,1.2,30,1,7,7
2,5,1.2,30,0,2,2
2,5,1.2,30,1,7,7
4,5,1.2,30,0,3,3
4,5,1.2,30,1,5,5
6,5,1.2,30,0,0,0
6,5,1.2,30,1,0,0
8,5,1.2,30,0,2,2
8,5,1.2,30,1,0,0
10,5,1.2,30,0,2,2
10,5,1.2,30,1,1,1
12,5,1.2,30,0,2,2
12,5,1.2,30,1,11,11
14,5,1.2,30,0,4,4
14,5,1.2,30,1,9,8
16,5,1.2,30,0,10,8
16,5,1.2,30,1,13,11
18,5,1.2,30,0,19,15
18,5,1.2,30,1,24,20
20,5,1.2,30,0,21,17
20,5,1.2,30,1,24,20
22,5,1.2,30,0,18,15
22,5,1.2,30,1,21,18
24,5,1.2,30,0,25,22
24,5,1.2,30,1,25,22
26,5,1.2,30,0,30,24
26,5,1.2,30,1,30,24
0,5,1.5,30,0,0,0
0,5,1.5,30,1,3,3
2,5,1.5,30,0,0,0
2,5,1.5,30,1,0,0
4,5,1.5,30,0,0,0
4,5,1.5,30,1,1,1
6,5,1.5,30,0,0,0
6,5,1.5,30,1,0,0
8,5,1.5,30,0,3,3
8,5,1.5,30,1,3,3
10,5,1.5,30,0,0,0
10,5,1.5,30,1,2,2
12,5,1.5,30,0,4,4
12,5,1.5,30,1,5,5
14,5,1.5,30,0,6,6
14,5,1.5,30,1,7,7
16,5,1.5,30,0,1,1
16,5,1.5,30,1,3,3
18,5,1.5,30,0,2,2
18,5,1.5,30,1,4,4
20,5,1.5,30,0,12,11
20,5,1.5,30,1,12,12
22,5,1.5,30,0,12,10
22,5,1.5,30,1,10,8
24,5,1.5,30,0,22,21
24,5,1.5,30,1,22,21
26,5,1.5,30,0,26,21
26,5,1.5,30,1,26,21
0,240,1,3,0,5,5
0,240,1,3,1,11,9
2,240,1,3,0,9,9
2,240,1,3,1,14,12
4,240,1,3,0,5,5
4,240,1,3,1,8,7
6,240,1,3,0,11,9
6,240,1,3,1,9,9
8,240,1,3,0,7,5
8,240,1,3,1,9,9
10,240,1,3,0,11,8
10,240,1,3,1,13,9
12,240,1,3,0,8,4
12,240,1,3,1,9,5
14,240,1,3,0,8,4
14,240,1,3,1,11,10
16,240,1,3,0,5,2
16,240,1,3,1,7,5
18,240,1,3,0,4,4
18,240,1,3,1,8,7
20,240,1,3,0,7,4
20,240,1,3,1,17,14
22,240,1,3,0,6,4
22,240,1,3,1,16,13
24,240,1,3,0,4,2
24,240,1,3,1,14,12
26,240,1,3,0,6,2
26,240,1,3,1,28,24
0,5,1.8,30,0,0,0
0,5,1.8,30,1,2,2
2,5,1.8,30,0,0,0
2,5,1.8,30,1,0,0
4,5,1.8,30,0,0,0
4,5,1.8,30,1,0,0
6,5,1.8,30,0,0,0
6,5,1.8,30,1,0,0
8,5,1.8,30,0,0,0
8,5,1.8,30,1,0,0
10,5,1.8,30,0,0,0
10,5,1.8,30,1,0,0
12,5,1.8,30,0,0,0
12,5,1.8,30,1,0,0
14,5,1.8,30,0,4,4
14,5,1.8,30,1,4,4
16,5,1.8,30,0,3,3
16,5,1.8,30,1,3,3
18,5,1.8,30,0,3,3
18,5,1.8,30,1,5,5
20,5,1.8,30,0,6,6
20,5,1.8,30,1,9,8
22,5,1.8,30,0,5,3
22,5,1.8,30,1,18,16
24,5,1.8,30,0,7,7
24,5,1.8,30,1,19,18
26,5,1.8,30,0,17,13
26,5,1.8,30,1,17,13
0,10,1,30,0,15,15
0,10,1,30,1,16,16
2,10,1,30,0,15,15
2,10,1,30,1,15,15
4,10,1,30,0,12,12
4,10,1,30,1,12,12
6,10,1,30,0,8,8
6,10,1,30,1,8,8
8,10,1,30,0,11,11
8,10,1,30,1,10,10
