"ID_Predators_individuals" "ID_species" "Lifestage" "Sex" "Length" "stomach_part" "number_of_prey" "total_weight_g" "latin_name" "ID_sampling" "station_name" "dates"
2717 2 NA 10 19 "Vorderdarm oder Magen" 7 51 "Pectinaria koreni" 78 "Dorschmulde" "1971-12-21"
2717 2 NA 10 19 "Vorderdarm oder Magen" NA 3 "Macerated" 78 "Dorschmulde" "1971-12-21"
2718 2 NA 10 25 "Vorderdarm oder Magen" 1 134 "Pomatoschistus minutus" 78 "Dorschmulde" "1971-12-21"
2718 2 NA 10 25 "Vorderdarm oder Magen" NA 8 "Macerated" 78 "Dorschmulde" "1971-12-21"
2719 2 NA 10 18 "Vorderdarm oder Magen" 50 92 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2719 2 NA 10 18 "Vorderdarm oder Magen" 2 1 "Gastosaccus spinifer" 78 "Dorschmulde" "1971-12-21"
2719 2 NA 10 18 "Vorderdarm oder Magen" NA 5 "Macerated" 78 "Dorschmulde" "1971-12-21"
2720 2 NA 10 24 "Vorderdarm oder Magen" 5 6 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2721 2 NA 10 27 "Vorderdarm oder Magen" NA 87 "Pisces spp." 78 "Dorschmulde" "1971-12-21"
2721 2 NA 10 27 "Vorderdarm oder Magen" NA 4 "Macerated" 78 "Dorschmulde" "1971-12-21"
2722 2 NA 20 19 "Vorderdarm oder Magen" 1 38 "Pomatoschistus minutus" 78 "Dorschmulde" "1971-12-21"
2722 2 NA 20 19 "Vorderdarm oder Magen" NA 3 "Macerated" 78 "Dorschmulde" "1971-12-21"
2723 2 NA 20 24 "Vorderdarm oder Magen" 23 51 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2723 2 NA 20 24 "Vorderdarm oder Magen" NA 2 "Macerated" 78 "Dorschmulde" "1971-12-21"
2724 2 NA 20 28 "Vorderdarm oder Magen" 14 27 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2724 2 NA 20 28 "Vorderdarm oder Magen" NA 2 "Macerated" 78 "Dorschmulde" "1971-12-21"
2725 2 NA 10 19 "Vorderdarm oder Magen" 12 26 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2725 2 NA 10 19 "Vorderdarm oder Magen" NA 15 "Pisces spp." 78 "Dorschmulde" "1971-12-21"
2725 2 NA 10 19 "Vorderdarm oder Magen" NA 13 "Crangon crangon" 78 "Dorschmulde" "1971-12-21"
2725 2 NA 10 19 "Vorderdarm oder Magen" NA 3 "Macerated" 78 "Dorschmulde" "1971-12-21"
2726 2 NA 20 22 "Vorderdarm oder Magen" 67 130 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2726 2 NA 20 22 "Vorderdarm oder Magen" 2 1 "Gastosaccus spinifer" 78 "Dorschmulde" "1971-12-21"
2726 2 NA 20 22 "Vorderdarm oder Magen" NA 2 "Unidentified crustacean remains" 78 "Dorschmulde" "1971-12-21"
2726 2 NA 20 22 "Vorderdarm oder Magen" NA 3 "Macerated" 78 "Dorschmulde" "1971-12-21"
2727 2 NA 20 27 "Vorderdarm oder Magen" 4 5 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2727 2 NA 20 27 "Vorderdarm oder Magen" NA 50 "Pisces spp." 78 "Dorschmulde" "1971-12-21"
2727 2 NA 20 27 "Vorderdarm oder Magen" NA 2 "Macerated" 78 "Dorschmulde" "1971-12-21"
2728 2 NA 10 18 "Vorderdarm oder Magen" 1 19 "Crangon crangon" 78 "Dorschmulde" "1971-12-21"
2728 2 NA 10 18 "Vorderdarm oder Magen" 2 77 "Pomatoschistus minutus" 78 "Dorschmulde" "1971-12-21"
2728 2 NA 10 18 "Vorderdarm oder Magen" NA 3 "Macerated" 78 "Dorschmulde" "1971-12-21"
2729 2 NA 10 25 "Vorderdarm oder Magen" 3 3 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2729 2 NA 10 25 "Vorderdarm oder Magen" NA 84 "Pisces spp." 78 "Dorschmulde" "1971-12-21"
2729 2 NA 10 25 "Vorderdarm oder Magen" NA 4 "Macerated" 78 "Dorschmulde" "1971-12-21"
2730 2 NA 20 27 "Vorderdarm oder Magen" 84 170 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2730 2 NA 20 27 "Vorderdarm oder Magen" NA 10 "Macerated" 78 "Dorschmulde" "1971-12-21"
2730 2 NA 20 27 "Vorderdarm oder Magen" 1 1 "Gastosaccus spinifer" 78 "Dorschmulde" "1971-12-21"
2731 2 NA 10 29 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 78 "Dorschmulde" "1971-12-21"
2731 2 NA 10 29 "Vorderdarm oder Magen" NA 2 "Macerated" 78 "Dorschmulde" "1971-12-21"
2731 2 NA 10 29 "Vorderdarm oder Magen" NA 119 "Cyprina islandica" 78 "Dorschmulde" "1971-12-21"
2732 2 NA 10 18 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 94 "Stollergrund" "1971-12-21"
2732 2 NA 10 18 "Vorderdarm oder Magen" NA 13 "Pisces spp." 94 "Stollergrund" "1971-12-21"
2732 2 NA 10 18 "Vorderdarm oder Magen" NA 2 "Macerated" 94 "Stollergrund" "1971-12-21"
2733 2 NA 10 20 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 94 "Stollergrund" "1971-12-21"
2733 2 NA 10 20 "Vorderdarm oder Magen" NA 23 "Pisces spp." 94 "Stollergrund" "1971-12-21"
2733 2 NA 10 20 "Vorderdarm oder Magen" NA 2 "Macerated" 94 "Stollergrund" "1971-12-21"
2734 2 NA 10 26 "Vorderdarm oder Magen" NA 38 "Pisces spp." 94 "Stollergrund" "1971-12-21"
2734 2 NA 10 26 "Vorderdarm oder Magen" NA 2 "Macerated" 94 "Stollergrund" "1971-12-21"
2735 2 NA 10 19 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 94 "Stollergrund" "1971-12-21"
2735 2 NA 10 19 "Vorderdarm oder Magen" NA 2 "Macerated" 94 "Stollergrund" "1971-12-21"
2735 2 NA 10 19 "Vorderdarm oder Magen" 2 91 "Halicryptus spinolosus" 94 "Stollergrund" "1971-12-21"
2736 2 NA 10 25 "Vorderdarm oder Magen" NA 267 "Pisces spp." 94 "Stollergrund" "1971-12-21"
2736 2 NA 10 25 "Vorderdarm oder Magen" NA 7 "Macerated" 94 "Stollergrund" "1971-12-21"
2737 2 NA 10 31 "Vorderdarm oder Magen" NA 279 "Pisces spp." 94 "Stollergrund" "1971-12-21"
2737 2 NA 10 31 "Vorderdarm oder Magen" NA 4 "Macerated" 94 "Stollergrund" "1971-12-21"
2738 2 NA 20 14 "Vorderdarm oder Magen" 1 1 "Pectinaria koreni" 98 "Vejsnäs Rinne" "1971-12-07"
2738 2 NA 20 14 "Vorderdarm oder Magen" NA 1 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2739 2 1 0 13 "Vorderdarm oder Magen" 4 4 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2739 2 1 0 13 "Vorderdarm oder Magen" NA 1 "Mysis mixta" 98 "Vejsnäs Rinne" "1971-12-07"
2740 2 NA 20 13 "Vorderdarm oder Magen" 10 16 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2741 2 NA 10 18 "Vorderdarm oder Magen" 15 20 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2741 2 NA 10 18 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2741 2 NA 10 18 "Vorderdarm oder Magen" 4 3 "Gastosaccus spinifer" 98 "Vejsnäs Rinne" "1971-12-07"
2742 2 NA 20 18 "Vorderdarm oder Magen" 39 48 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2742 2 NA 20 18 "Vorderdarm oder Magen" 3 2 "Gastosaccus spinifer" 98 "Vejsnäs Rinne" "1971-12-07"
2742 2 NA 20 18 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2743 2 NA 20 13 "Vorderdarm oder Magen" 4 4 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2743 2 NA 20 13 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2743 2 NA 20 13 "Vorderdarm oder Magen" 3 3 "Gastosaccus spinifer" 98 "Vejsnäs Rinne" "1971-12-07"
2744 2 NA 20 17 "Vorderdarm oder Magen" 28 33 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2744 2 NA 20 17 "Vorderdarm oder Magen" NA 3 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2744 2 NA 20 17 "Vorderdarm oder Magen" 11 8 "Gastosaccus spinifer" 98 "Vejsnäs Rinne" "1971-12-07"
2745 2 NA 10 14 "Vorderdarm oder Magen" 8 13 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2745 2 NA 10 14 "Vorderdarm oder Magen" NA 1 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2746 2 NA 10 16 "Vorderdarm oder Magen" 6 7 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2746 2 NA 10 16 "Vorderdarm oder Magen" 3 1 "Gastosaccus spinifer" 98 "Vejsnäs Rinne" "1971-12-07"
2746 2 NA 10 16 "Vorderdarm oder Magen" NA 8 "Pisces spp." 98 "Vejsnäs Rinne" "1971-12-07"
2746 2 NA 10 16 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2747 2 NA 10 27 "Vorderdarm oder Magen" NA 62 "Pisces spp." 98 "Vejsnäs Rinne" "1971-12-07"
2747 2 NA 10 27 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2748 2 2 20 33 "Vorderdarm oder Magen" NA 121 "Pisces spp." 98 "Vejsnäs Rinne" "1971-12-07"
2748 2 2 20 33 "Vorderdarm oder Magen" NA 9 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2749 2 NA 10 23 "Vorderdarm oder Magen" 23 33 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2749 2 NA 10 23 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2750 2 NA 10 15 "Vorderdarm oder Magen" 3 3 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2750 2 NA 10 15 "Vorderdarm oder Magen" 8 3 "Gastosaccus spinifer" 98 "Vejsnäs Rinne" "1971-12-07"
2750 2 NA 10 15 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2751 2 NA 10 30 "Vorderdarm oder Magen" 1 809 "Clupeidae spp. Reste" 98 "Vejsnäs Rinne" "1971-12-07"
2751 2 NA 10 30 "Vorderdarm oder Magen" NA 5 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2752 2 2 20 29 "Vorderdarm oder Magen" NA 444 "Pisces spp." 98 "Vejsnäs Rinne" "1971-12-07"
2753 2 2 20 33 "Vorderdarm oder Magen" NA 17 "Pisces spp." 98 "Vejsnäs Rinne" "1971-12-07"
2753 2 2 20 33 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2754 2 NA 10 16 "Vorderdarm oder Magen" 7 8 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2754 2 NA 10 16 "Vorderdarm oder Magen" NA 1 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2755 2 NA 20 13 "Vorderdarm oder Magen" 14 22 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2755 2 NA 20 13 "Vorderdarm oder Magen" 1 1 "Gastosaccus spinifer" 98 "Vejsnäs Rinne" "1971-12-07"
2755 2 NA 20 13 "Vorderdarm oder Magen" NA 1 "Euchone papillosa" 98 "Vejsnäs Rinne" "1971-12-07"
2755 2 NA 20 13 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2756 2 NA 20 14 "Vorderdarm oder Magen" 7 10 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2756 2 NA 20 14 "Vorderdarm oder Magen" NA 4 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2757 2 NA 10 17 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2757 2 NA 10 17 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2759 2 NA 20 21 "Vorderdarm oder Magen" 14 18 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2759 2 NA 20 21 "Vorderdarm oder Magen" NA 2 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2760 2 NA 10 22 "Vorderdarm oder Magen" NA 481 "Pisces spp." 98 "Vejsnäs Rinne" "1971-12-07"
2760 2 NA 10 22 "Vorderdarm oder Magen" NA 12 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2761 2 NA 10 16 "Vorderdarm oder Magen" 27 46 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2761 2 NA 10 16 "Vorderdarm oder Magen" NA 3 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2761 2 NA 10 16 "Vorderdarm oder Magen" 9 11 "Gastosaccus spinifer" 98 "Vejsnäs Rinne" "1971-12-07"
2762 2 NA 10 21 "Vorderdarm oder Magen" 78 105 "Diastylis rathkei" 98 "Vejsnäs Rinne" "1971-12-07"
2762 2 NA 10 21 "Vorderdarm oder Magen" NA 6 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
2763 2 NA 20 23 "Vorderdarm oder Magen" NA 522 "Pisces spp." 98 "Vejsnäs Rinne" "1971-12-07"
2763 2 NA 20 23 "Vorderdarm oder Magen" NA 9 "Macerated" 98 "Vejsnäs Rinne" "1971-12-07"
3238 2 NA 10 17 "Vorderdarm oder Magen" 2 3 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3238 2 NA 10 17 "Vorderdarm oder Magen" NA 1 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3239 2 NA 10 19 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3239 2 NA 10 19 "Vorderdarm oder Magen" 1 15 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3239 2 NA 10 19 "Vorderdarm oder Magen" NA 15 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3240 2 NA 10 19 "Vorderdarm oder Magen" 3 3 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3240 2 NA 10 19 "Vorderdarm oder Magen" 6 11 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3240 2 NA 10 19 "Vorderdarm oder Magen" 1 46 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3240 2 NA 10 19 "Vorderdarm oder Magen" 2 43 "Pisces spp." 52 "Vejsnäs Rinne" "1972-01-03"
3240 2 NA 10 19 "Vorderdarm oder Magen" NA 32 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3241 2 NA 20 17 "Vorderdarm oder Magen" 1 2 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3241 2 NA 20 17 "Vorderdarm oder Magen" 6 13 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3241 2 NA 20 17 "Vorderdarm oder Magen" 1 5 "Crangon crangon" 52 "Vejsnäs Rinne" "1972-01-03"
3241 2 NA 20 17 "Vorderdarm oder Magen" 1 4 "Idothea spp." 52 "Vejsnäs Rinne" "1972-01-03"
3241 2 NA 20 17 "Vorderdarm oder Magen" NA 2 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3241 2 NA 20 17 "Vorderdarm oder Magen" 1 7 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3242 2 NA 20 18 "Vorderdarm oder Magen" 1 2 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3242 2 NA 20 18 "Vorderdarm oder Magen" 1 1 "Crangon crangon" 52 "Vejsnäs Rinne" "1972-01-03"
3242 2 NA 20 18 "Vorderdarm oder Magen" 11 17 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3242 2 NA 20 18 "Vorderdarm oder Magen" NA 1 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3243 2 NA 10 17 "Vorderdarm oder Magen" 1 9 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3243 2 NA 10 17 "Vorderdarm oder Magen" NA 2 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3244 2 NA 20 19 "Vorderdarm oder Magen" 3 3 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3244 2 NA 20 19 "Vorderdarm oder Magen" 46 88 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3244 2 NA 20 19 "Vorderdarm oder Magen" 1 2 "Amphipoda spp." 52 "Vejsnäs Rinne" "1972-01-03"
3244 2 NA 20 19 "Vorderdarm oder Magen" 1 61 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3244 2 NA 20 19 "Vorderdarm oder Magen" NA 43 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3246 2 NA 10 17 "Vorderdarm oder Magen" 12 14 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3246 2 NA 10 17 "Vorderdarm oder Magen" 23 35 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3246 2 NA 10 17 "Vorderdarm oder Magen" NA 2 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3247 2 NA 20 18 "Vorderdarm oder Magen" 1 2 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3247 2 NA 20 18 "Vorderdarm oder Magen" 1 13 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3247 2 NA 20 18 "Vorderdarm oder Magen" NA 9 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3248 2 NA 20 19 "Vorderdarm oder Magen" NA 2 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3249 2 NA 10 17 "Vorderdarm oder Magen" 4 72 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3249 2 NA 10 17 "Vorderdarm oder Magen" NA 54 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3250 2 NA 20 19 "Vorderdarm oder Magen" 1 8 "Metridium senile" 52 "Vejsnäs Rinne" "1972-01-03"
3250 2 NA 20 19 "Vorderdarm oder Magen" NA 12 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3251 2 NA 20 18 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3251 2 NA 20 18 "Vorderdarm oder Magen" 1 176 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3251 2 NA 20 18 "Vorderdarm oder Magen" NA 9 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3252 2 NA 20 17 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3252 2 NA 20 17 "Vorderdarm oder Magen" 1 82 "Pisces spp." 52 "Vejsnäs Rinne" "1972-01-03"
3252 2 NA 20 17 "Vorderdarm oder Magen" NA 22 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3254 2 NA 20 19 "Vorderdarm oder Magen" NA 1 "Unidentified Polychaeta remains" 52 "Vejsnäs Rinne" "1972-01-03"
3254 2 NA 20 19 "Vorderdarm oder Magen" NA 1 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3255 2 NA 20 19 "Vorderdarm oder Magen" 4 4 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3255 2 NA 20 19 "Vorderdarm oder Magen" 1 8 "Crangon crangon" 52 "Vejsnäs Rinne" "1972-01-03"
3255 2 NA 20 19 "Vorderdarm oder Magen" 1 63 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3255 2 NA 20 19 "Vorderdarm oder Magen" NA 106 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3256 2 NA 20 17 "Vorderdarm oder Magen" 1 14 "Gobiidae spp." 52 "Vejsnäs Rinne" "1972-01-03"
3256 2 NA 20 17 "Vorderdarm oder Magen" 1 132 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3256 2 NA 20 17 "Vorderdarm oder Magen" NA 51 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3258 2 NA 10 19 "Vorderdarm oder Magen" 2 4 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3258 2 NA 10 19 "Vorderdarm oder Magen" 1 40 "Crangon crangon" 52 "Vejsnäs Rinne" "1972-01-03"
3258 2 NA 10 19 "Vorderdarm oder Magen" 1 86 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3258 2 NA 10 19 "Vorderdarm oder Magen" NA 24 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3259 2 NA 10 18 "Vorderdarm oder Magen" 2 4 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3259 2 NA 10 18 "Vorderdarm oder Magen" 1 1 "Amphipoda spp." 52 "Vejsnäs Rinne" "1972-01-03"
3259 2 NA 10 18 "Vorderdarm oder Magen" 3 88 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3259 2 NA 10 18 "Vorderdarm oder Magen" NA 27 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3260 2 NA 10 18 "Vorderdarm oder Magen" 2 2 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3260 2 NA 10 18 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3260 2 NA 10 18 "Vorderdarm oder Magen" NA 11 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3260 2 NA 10 18 "Vorderdarm oder Magen" NA 14 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3261 2 NA 20 19 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3261 2 NA 20 19 "Vorderdarm oder Magen" NA 15 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3261 2 NA 20 19 "Vorderdarm oder Magen" NA 5 "Capitella capitata" 52 "Vejsnäs Rinne" "1972-01-03"
3262 2 NA 10 17 "Vorderdarm oder Magen" 2 3 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3262 2 NA 10 17 "Vorderdarm oder Magen" 21 34 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3262 2 NA 10 17 "Vorderdarm oder Magen" 2 4 "Amphipoda spp." 52 "Vejsnäs Rinne" "1972-01-03"
3262 2 NA 10 17 "Vorderdarm oder Magen" NA 9 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3263 2 NA 10 18 "Vorderdarm oder Magen" 3 3 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3263 2 NA 10 18 "Vorderdarm oder Magen" 28 46 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3263 2 NA 10 18 "Vorderdarm oder Magen" NA 14 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3264 2 NA 20 17 "Vorderdarm oder Magen" 2 1 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3264 2 NA 20 17 "Vorderdarm oder Magen" 3 5 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3264 2 NA 20 17 "Vorderdarm oder Magen" 1 2 "Amphipoda spp." 52 "Vejsnäs Rinne" "1972-01-03"
3264 2 NA 20 17 "Vorderdarm oder Magen" NA 20 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3264 2 NA 20 17 "Vorderdarm oder Magen" 20 10 "Capitella capitata" 52 "Vejsnäs Rinne" "1972-01-03"
3264 2 NA 20 17 "Vorderdarm oder Magen" 2 58 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3265 2 NA 10 18 "Vorderdarm oder Magen" 2 2 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3265 2 NA 10 18 "Vorderdarm oder Magen" 30 21 "Capitella capitata" 52 "Vejsnäs Rinne" "1972-01-03"
3265 2 NA 10 18 "Vorderdarm oder Magen" 1 59 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3265 2 NA 10 18 "Vorderdarm oder Magen" NA 34 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3266 2 NA 10 18 "Vorderdarm oder Magen" 8 17 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3266 2 NA 10 18 "Vorderdarm oder Magen" 2 48 "Crangon crangon" 52 "Vejsnäs Rinne" "1972-01-03"
3266 2 NA 10 18 "Vorderdarm oder Magen" 1 51 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3266 2 NA 10 18 "Vorderdarm oder Magen" NA 8 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3267 2 NA 10 17 "Vorderdarm oder Magen" 2 2 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
3267 2 NA 10 17 "Vorderdarm oder Magen" 9 11 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3267 2 NA 10 17 "Vorderdarm oder Magen" NA 11 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3268 2 NA 20 18 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3268 2 NA 20 18 "Vorderdarm oder Magen" 1 1 "Halicryptus spinolosus" 52 "Vejsnäs Rinne" "1972-01-03"
3268 2 NA 20 18 "Vorderdarm oder Magen" NA 1 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3269 2 NA 10 18 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 52 "Vejsnäs Rinne" "1972-01-03"
3269 2 NA 10 18 "Vorderdarm oder Magen" 1 55 "Pomatoschistus minutus" 52 "Vejsnäs Rinne" "1972-01-03"
3269 2 NA 10 18 "Vorderdarm oder Magen" NA 4 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3270 2 NA 20 18 "Vorderdarm oder Magen" 1 36 "Pisces spp." 52 "Vejsnäs Rinne" "1972-01-03"
3270 2 NA 20 18 "Vorderdarm oder Magen" NA 21 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3271 2 NA 10 18 "Vorderdarm oder Magen" NA 10 "Unidentified Polychaeta remains" 52 "Vejsnäs Rinne" "1972-01-03"
3271 2 NA 10 18 "Vorderdarm oder Magen" 1 6 "Pisces spp." 52 "Vejsnäs Rinne" "1972-01-03"
3271 2 NA 10 18 "Vorderdarm oder Magen" NA 15 "Macerated" 52 "Vejsnäs Rinne" "1972-01-03"
3272 2 NA 2 18 "Vorderdarm oder Magen" 1 1 "Gastosaccus spinifer" 52 "Vejsnäs Rinne" "1972-01-03"
