"ID_Predators_individuals" "ID_species" "Lifestage" "Sex" "Length" "stomach_part" "number_of_prey" "total_weight_g" "latin_name" "ID_sampling" "station_name" "dates"
11443 3 2 20 22 "Mitteldarm" NA 22 "Macerated" 160 "Suederfahrt" "1969-01-16"
11443 3 2 20 22 "Mitteldarm" 1 2 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11443 3 2 20 22 "Mitteldarm" 1 70 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11443 3 2 20 22 "Vorderdarm oder Magen" 1 61 "Nemertea spp." 160 "Suederfahrt" "1969-01-16"
11444 3 2 10 25 "Vorderdarm oder Magen" 1 1 "Gastosaccus spinifer" 160 "Suederfahrt" "1969-01-16"
11444 3 2 10 25 "Vorderdarm oder Magen" 1 269 "Fish offal (Fischereireste)" 160 "Suederfahrt" "1969-01-16"
11444 3 2 10 25 "Vorderdarm oder Magen" NA 2 "Macerated" 160 "Suederfahrt" "1969-01-16"
11445 3 2 10 25 "Mitteldarm" 1 2 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11446 3 2 20 22 "Mitteldarm" 29 72 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11446 3 2 20 22 "Vorderdarm oder Magen" 7 15 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11446 3 2 20 22 "Mitteldarm" 17 72 "Ophiura albida" 160 "Suederfahrt" "1969-01-16"
11446 3 2 20 22 "Mitteldarm" NA 39 "Macerated" 160 "Suederfahrt" "1969-01-16"
11447 3 2 20 22 "Vorderdarm oder Magen" 1 32 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11447 3 2 20 22 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11447 3 2 20 22 "Mitteldarm" NA 1 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11447 3 2 20 22 "Vorderdarm oder Magen" 1 1 "Anthozoa spp." 160 "Suederfahrt" "1969-01-16"
11447 3 2 20 22 "Mitteldarm" NA 13 "Macerated" 160 "Suederfahrt" "1969-01-16"
11447 3 2 20 22 "Mitteldarm" 1 1 "Abra alba" 160 "Suederfahrt" "1969-01-16"
11447 3 2 20 22 "Vorderdarm oder Magen" 1 5 "Terebellides stroemi" 160 "Suederfahrt" "1969-01-16"
11448 3 2 20 25 "Vorderdarm oder Magen" 1 141 "Cyprina islandica" 160 "Suederfahrt" "1969-01-16"
11448 3 2 20 25 "Vorderdarm oder Magen" 1 6 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11448 3 2 20 25 "Mitteldarm" NA 85 "Cyprina islandica" 160 "Suederfahrt" "1969-01-16"
11448 3 2 20 25 "Mitteldarm" NA 26 "Macerated" 160 "Suederfahrt" "1969-01-16"
11448 3 2 20 25 "Mitteldarm" 4 40 "Abra alba" 160 "Suederfahrt" "1969-01-16"
11448 3 2 20 25 "Mitteldarm" 1 2 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11448 3 2 20 25 "Vorderdarm oder Magen" NA 3 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11449 3 2 10 21 "Vorderdarm oder Magen" 2 4 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11449 3 2 10 21 "Vorderdarm oder Magen" 3 129 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11449 3 2 10 21 "Mitteldarm" NA 28 "Macerated" 160 "Suederfahrt" "1969-01-16"
11449 3 2 10 21 "Mitteldarm" 1 1 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11449 3 2 10 21 "Mitteldarm" 1 42 "Various Bivalvia" 160 "Suederfahrt" "1969-01-16"
11450 3 2 20 21 "Vorderdarm oder Magen" 2 166 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11450 3 2 20 21 "Mitteldarm" NA 2 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11450 3 2 20 21 "Mitteldarm" NA 14 "Macerated" 160 "Suederfahrt" "1969-01-16"
11451 3 2 10 24 "Mitteldarm" 1 11 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11451 3 2 10 24 "Vorderdarm oder Magen" 1 164 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11451 3 2 10 24 "Mitteldarm" NA 63 "Macerated" 160 "Suederfahrt" "1969-01-16"
11452 3 2 10 21 "Vorderdarm oder Magen" 2 15 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11452 3 2 10 21 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11452 3 2 10 21 "Mitteldarm" NA 33 "Macerated" 160 "Suederfahrt" "1969-01-16"
11452 3 2 10 21 "Mitteldarm" 6 12 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11452 3 2 10 21 "Mitteldarm" 1 2 "Abra alba" 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Vorderdarm oder Magen" 1 2 "Gastosaccus spinifer" 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Vorderdarm oder Magen" 1 54 "Cyprina islandica" 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Vorderdarm oder Magen" 1 25 "Pomatoschistus minutus" 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Vorderdarm oder Magen" 1 1 "Corophium spp." 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Vorderdarm oder Magen" 2 68 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Vorderdarm oder Magen" 1 1 "Terebellides stroemi" 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Mitteldarm" NA 62 "Macerated" 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Mitteldarm" 1 2 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11453 3 2 20 24 "Vorderdarm oder Magen" 7 16 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11454 3 2 10 25 "Mitteldarm" NA 4 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11454 3 2 10 25 "Mitteldarm" 2 21 "Abra alba" 160 "Suederfahrt" "1969-01-16"
11454 3 2 10 25 "Mitteldarm" NA 11 "Macerated" 160 "Suederfahrt" "1969-01-16"
11455 3 2 20 21 "Mitteldarm" NA 13 "Macerated" 160 "Suederfahrt" "1969-01-16"
11455 3 2 20 21 "Mitteldarm" NA 3 "Aphroditidae spp." 160 "Suederfahrt" "1969-01-16"
11457 3 2 10 19 "Vorderdarm oder Magen" NA 10 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11457 3 2 10 19 "Vorderdarm oder Magen" 4 3 "Anthozoa spp." 160 "Suederfahrt" "1969-01-16"
11457 3 2 10 19 "Mitteldarm" NA 10 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11457 3 2 10 19 "Mitteldarm" NA 1 "Macerated" 160 "Suederfahrt" "1969-01-16"
11458 3 2 10 18 "Vorderdarm oder Magen" 3 5 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11458 3 2 10 18 "Vorderdarm oder Magen" 1 1 "Gastosaccus spinifer" 160 "Suederfahrt" "1969-01-16"
11458 3 2 10 18 "Vorderdarm oder Magen" 1 1 "Brada villosa" 160 "Suederfahrt" "1969-01-16"
11458 3 2 10 18 "Mitteldarm" 4 8 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11458 3 2 10 18 "Mitteldarm" NA 10 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11458 3 2 10 18 "Mitteldarm" NA 17 "Macerated" 160 "Suederfahrt" "1969-01-16"
11458 3 2 10 18 "Vorderdarm oder Magen" 9 84 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11459 3 1 10 14 "Vorderdarm oder Magen" NA 8 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11459 3 1 10 14 "Vorderdarm oder Magen" 1 1 "Gastosaccus spinifer" 160 "Suederfahrt" "1969-01-16"
11459 3 1 10 14 "Mitteldarm" NA 2 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11459 3 1 10 14 "Mitteldarm" 2 1 "Gastosaccus spinifer" 160 "Suederfahrt" "1969-01-16"
11459 3 1 10 14 "Mitteldarm" NA 6 "Macerated" 160 "Suederfahrt" "1969-01-16"
11460 3 2 10 18 "Mitteldarm" 3 5 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11461 3 2 20 20 "Vorderdarm oder Magen" 1 3 "Euchone papillosa" 160 "Suederfahrt" "1969-01-16"
11462 3 2 20 17 "Vorderdarm oder Magen" 3 5 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11462 3 2 20 17 "Vorderdarm oder Magen" 1 1 "Gastosaccus spinifer" 160 "Suederfahrt" "1969-01-16"
11462 3 2 20 17 "Vorderdarm oder Magen" 1 2 "Harmothoe spp." 160 "Suederfahrt" "1969-01-16"
11462 3 2 20 17 "Mitteldarm" 4 6 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11462 3 2 20 17 "Mitteldarm" 1 1 "Ophiura albida" 160 "Suederfahrt" "1969-01-16"
11462 3 2 20 17 "Mitteldarm" NA 22 "Macerated" 160 "Suederfahrt" "1969-01-16"
11462 3 2 20 17 "Vorderdarm oder Magen" 1 11 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11462 3 2 20 17 "Mitteldarm" NA 4 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11463 3 2 20 16 "Mitteldarm" 1 2 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11464 3 2 10 17 "Vorderdarm oder Magen" 1 1 "Gastosaccus spinifer" 160 "Suederfahrt" "1969-01-16"
11464 3 2 10 17 "Vorderdarm oder Magen" 1 1 "Cyprina islandica" 160 "Suederfahrt" "1969-01-16"
11464 3 2 10 17 "Vorderdarm oder Magen" 3 6 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11464 3 2 10 17 "Mitteldarm" 15 32 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11464 3 2 10 17 "Mitteldarm" NA 28 "Macerated" 160 "Suederfahrt" "1969-01-16"
11464 3 2 10 17 "Vorderdarm oder Magen" 1 1 "Anthozoa spp." 160 "Suederfahrt" "1969-01-16"
11465 3 2 20 18 "Vorderdarm oder Magen" 1 8 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11465 3 2 20 18 "Vorderdarm oder Magen" 1 10 "Various Bivalvia" 160 "Suederfahrt" "1969-01-16"
11465 3 2 20 18 "Vorderdarm oder Magen" NA 1 "Unidentified Polychaeta remains" 160 "Suederfahrt" "1969-01-16"
11465 3 2 20 18 "Mitteldarm" 1 22 "Various Bivalvia" 160 "Suederfahrt" "1969-01-16"
11465 3 2 20 18 "Vorderdarm oder Magen" 4 12 "Ophiura albida" 160 "Suederfahrt" "1969-01-16"
11465 3 2 20 18 "Mitteldarm" NA 21 "Macerated" 160 "Suederfahrt" "1969-01-16"
11466 3 2 10 20 "Mitteldarm" NA 23 "Macerated" 160 "Suederfahrt" "1969-01-16"
11466 3 2 10 20 "Mitteldarm" 5 11 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11467 3 2 20 17 "Vorderdarm oder Magen" 2 3 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11467 3 2 20 17 "Vorderdarm oder Magen" 2 52 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11467 3 2 20 17 "Mitteldarm" 1 2 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11467 3 2 20 17 "Mitteldarm" 1 4 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11467 3 2 20 17 "Mitteldarm" 1 1 "Halicryptus spinolosus" 160 "Suederfahrt" "1969-01-16"
11467 3 2 20 17 "Mitteldarm" NA 13 "Macerated" 160 "Suederfahrt" "1969-01-16"
11467 3 2 20 17 "Vorderdarm oder Magen" 1 1 "Anthozoa spp." 160 "Suederfahrt" "1969-01-16"
11468 3 2 20 18 "Vorderdarm oder Magen" 1 15 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11468 3 2 20 18 "Mitteldarm" 1 4 "Abra alba" 160 "Suederfahrt" "1969-01-16"
11468 3 2 20 18 "Mitteldarm" 1 8 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11468 3 2 20 18 "Mitteldarm" 1 3 "Pectinaria koreni" 160 "Suederfahrt" "1969-01-16"
11468 3 2 20 18 "Mitteldarm" 2 4 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11468 3 2 20 18 "Mitteldarm" NA 18 "Macerated" 160 "Suederfahrt" "1969-01-16"
11469 3 2 20 18 "Mitteldarm" 3 5 "Diastylis rathkei" 160 "Suederfahrt" "1969-01-16"
11469 3 2 20 18 "Mitteldarm" 1 4 "Ophiura albida" 160 "Suederfahrt" "1969-01-16"
11469 3 2 20 18 "Mitteldarm" NA 1 "Macerated" 160 "Suederfahrt" "1969-01-16"
11470 3 2 10 15 "Vorderdarm oder Magen" 4 72 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11471 3 2 20 20 "Vorderdarm oder Magen" 1 3 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11471 3 2 20 20 "Mitteldarm" 1 3 "Abra alba" 160 "Suederfahrt" "1969-01-16"
11471 3 2 20 20 "Mitteldarm" 1 13 "Nephthys spp." 160 "Suederfahrt" "1969-01-16"
11471 3 2 20 20 "Mitteldarm" NA 61 "Macerated" 160 "Suederfahrt" "1969-01-16"
11472 3 NA 10 20 "Vorderdarm oder Magen" 5 6 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11472 3 NA 10 20 "Vorderdarm oder Magen" 2 2 "Gastosaccus spinifer" 183 "Vejsnäs Rinne" "1968-02-01"
11472 3 NA 10 20 "Mitteldarm" 10 12 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11472 3 NA 10 20 "Vorderdarm oder Magen" 1 30 "Halicryptus spinolosus" 183 "Vejsnäs Rinne" "1968-02-01"
11472 3 NA 10 20 "Vorderdarm oder Magen" 1 1 "Terebellides stroemi" 183 "Vejsnäs Rinne" "1968-02-01"
11472 3 NA 10 20 "Mitteldarm" NA 9 "Unidentified Polychaeta remains" 183 "Vejsnäs Rinne" "1968-02-01"
11473 3 NA 10 20 "Mitteldarm" 16 19 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11474 3 NA 20 24 "Mitteldarm" 3 5 "Gastosaccus spinifer" 183 "Vejsnäs Rinne" "1968-02-01"
11474 3 NA 20 24 "Vorderdarm oder Magen" 7 10 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11474 3 NA 20 24 "Mitteldarm" NA 15 "Macerated" 183 "Vejsnäs Rinne" "1968-02-01"
11474 3 NA 20 24 "Mitteldarm" 85 125 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11475 3 NA 10 22 "Vorderdarm oder Magen" 3 4 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11475 3 NA 10 22 "Vorderdarm oder Magen" 1 1 "Pherusa plumosa" 183 "Vejsnäs Rinne" "1968-02-01"
11475 3 NA 10 22 "Mitteldarm" 1 3 "Unidentified Polychaeta remains" 183 "Vejsnäs Rinne" "1968-02-01"
11475 3 NA 10 22 "Mitteldarm" NA 5 "Macerated" 183 "Vejsnäs Rinne" "1968-02-01"
11475 3 NA 10 22 "Mitteldarm" 22 30 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11476 3 NA 10 22 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11476 3 NA 10 22 "Mitteldarm" 1 1 "Gastosaccus spinifer" 183 "Vejsnäs Rinne" "1968-02-01"
11476 3 NA 10 22 "Mitteldarm" 3 4 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11477 3 NA 10 22 "Vorderdarm oder Magen" 1 73 "Pisces spp." 183 "Vejsnäs Rinne" "1968-02-01"
11479 3 NA 20 29 "Mitteldarm" 150 180 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11479 3 NA 20 29 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 183 "Vejsnäs Rinne" "1968-02-01"
11479 3 NA 20 29 "Mitteldarm" 1 4 "Aphroditidae spp." 183 "Vejsnäs Rinne" "1968-02-01"
11481 3 NA 20 20 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11481 3 NA 20 20 "Vorderdarm oder Magen" 1 2 "Gastosaccus spinifer" 201 "Vejsnäs Rinne" "1968-03-21"
11481 3 NA 20 20 "Vorderdarm oder Magen" 1 1 "Scoloplos armiger" 201 "Vejsnäs Rinne" "1968-03-21"
11483 3 NA 10 16 "Mitteldarm" 1 1 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11484 3 NA 20 17 "Mitteldarm" 2 3 "Gastosaccus spinifer" 201 "Vejsnäs Rinne" "1968-03-21"
11484 3 NA 20 17 "Mitteldarm" 8 19 "Abra alba" 201 "Vejsnäs Rinne" "1968-03-21"
11484 3 NA 20 17 "Mitteldarm" NA 4 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11484 3 NA 20 17 "Mitteldarm" 1 2 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11485 3 NA 10 18 "Vorderdarm oder Magen" 1 18 "Nephthys spp." 201 "Vejsnäs Rinne" "1968-03-21"
11485 3 NA 10 18 "Vorderdarm oder Magen" 3 3 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11485 3 NA 10 18 "Mitteldarm" NA 20 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11485 3 NA 10 18 "Mitteldarm" 1 20 "Nephthys spp." 201 "Vejsnäs Rinne" "1968-03-21"
11485 3 NA 10 18 "Mitteldarm" 4 4 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11486 3 NA 10 20 "Mitteldarm" 1 1 "Gastosaccus spinifer" 201 "Vejsnäs Rinne" "1968-03-21"
11486 3 NA 10 20 "Vorderdarm oder Magen" 7 10 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11486 3 NA 10 20 "Mitteldarm" NA 8 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11486 3 NA 10 20 "Mitteldarm" 4 8 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11486 3 NA 10 20 "Mitteldarm" NA 9 "Unidentified Polychaeta remains" 201 "Vejsnäs Rinne" "1968-03-21"
11487 3 NA 10 16 "Vorderdarm oder Magen" NA 1 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11487 3 NA 10 16 "Vorderdarm oder Magen" 1 29 "Fish offal (Fischereireste)" 201 "Vejsnäs Rinne" "1968-03-21"
11488 3 NA 10 13 "Mitteldarm" 1 2 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11488 3 NA 10 13 "Mitteldarm" 2 2 "Gastosaccus spinifer" 201 "Vejsnäs Rinne" "1968-03-21"
11488 3 NA 10 13 "Mitteldarm" 2 3 "Pectinaria koreni" 201 "Vejsnäs Rinne" "1968-03-21"
11491 3 NA 10 24 "Vorderdarm oder Magen" 1 30 "Cyprina islandica" 201 "Vejsnäs Rinne" "1968-03-21"
11492 3 NA 20 21 "Mitteldarm" 1 60 "Cyprina islandica" 201 "Vejsnäs Rinne" "1968-03-21"
11492 3 NA 20 21 "Mitteldarm" 1 1 "Abra alba" 201 "Vejsnäs Rinne" "1968-03-21"
11492 3 NA 20 21 "Mitteldarm" NA 42 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11492 3 NA 20 21 "Mitteldarm" 1 1 "Gastosaccus spinifer" 201 "Vejsnäs Rinne" "1968-03-21"
11492 3 NA 20 21 "Mitteldarm" 2 2 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11493 3 NA 20 22 "Vorderdarm oder Magen" 1 3 "Siphons" 201 "Vejsnäs Rinne" "1968-03-21"
11493 3 NA 20 22 "Vorderdarm oder Magen" 1 332 "Cyprina islandica" 201 "Vejsnäs Rinne" "1968-03-21"
11493 3 NA 20 22 "Vorderdarm oder Magen" 52 208 "Pectinaria koreni" 201 "Vejsnäs Rinne" "1968-03-21"
11493 3 NA 20 22 "Mitteldarm" 38 190 "Pectinaria koreni" 201 "Vejsnäs Rinne" "1968-03-21"
11493 3 NA 20 22 "Mitteldarm" NA 7 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11493 3 NA 20 22 "Mitteldarm" 1 91 "Cyprina islandica" 201 "Vejsnäs Rinne" "1968-03-21"
11494 3 NA 10 24 "Vorderdarm oder Magen" 2 52 "Nephthys spp." 201 "Vejsnäs Rinne" "1968-03-21"
11494 3 NA 10 24 "Vorderdarm oder Magen" 3 6 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11494 3 NA 10 24 "Mitteldarm" NA 2 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11495 3 NA 10 23 "Mitteldarm" 10 14 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11495 3 NA 10 23 "Vorderdarm oder Magen" 1 59 "Fish offal (Fischereireste)" 201 "Vejsnäs Rinne" "1968-03-21"
11495 3 NA 10 23 "Mitteldarm" NA 8 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11495 3 NA 10 23 "Mitteldarm" NA 3 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11495 3 NA 10 23 "Mitteldarm" NA 2 "Unidentified Polychaeta remains" 201 "Vejsnäs Rinne" "1968-03-21"
11496 3 NA 10 22 "Mitteldarm" 23 29 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11496 3 NA 10 22 "Vorderdarm oder Magen" 1 2 "Harmothoe spp." 201 "Vejsnäs Rinne" "1968-03-21"
11496 3 NA 10 22 "Mitteldarm" 1 1 "Mysidacea spp." 201 "Vejsnäs Rinne" "1968-03-21"
11496 3 NA 10 22 "Mitteldarm" NA 6 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11497 3 NA 20 23 "Mitteldarm" 1 3 "Various Groups" 201 "Vejsnäs Rinne" "1968-03-21"
11497 3 NA 20 23 "Mitteldarm" 2 2 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11500 3 NA 20 30 "Vorderdarm oder Magen" 1 5 "Harmothoe spp." 201 "Vejsnäs Rinne" "1968-03-21"
11500 3 NA 20 30 "Vorderdarm oder Magen" 69 97 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11500 3 NA 20 30 "Mitteldarm" 3 18 "Abra alba" 201 "Vejsnäs Rinne" "1968-03-21"
11500 3 NA 20 30 "Mitteldarm" 92 141 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11500 3 NA 20 30 "Mitteldarm" NA 11 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11500 3 NA 20 30 "Mitteldarm" 1 1 "Cardium fasciatum" 201 "Vejsnäs Rinne" "1968-03-21"
11500 3 NA 20 30 "Mitteldarm" 1 1 "Other Gastropoda" 201 "Vejsnäs Rinne" "1968-03-21"
11500 3 NA 20 30 "Mitteldarm" 1 1 "Cyprina islandica" 201 "Vejsnäs Rinne" "1968-03-21"
11501 3 NA 10 26 "Mitteldarm" 1 188 "Cyprina islandica" 201 "Vejsnäs Rinne" "1968-03-21"
11501 3 NA 10 26 "Vorderdarm oder Magen" 1 92 "Cyprina islandica" 201 "Vejsnäs Rinne" "1968-03-21"
11502 3 NA 10 28 "Mitteldarm" NA 1 "Macerated" 201 "Vejsnäs Rinne" "1968-03-21"
11502 3 NA 10 28 "Mitteldarm" 5 11 "Diastylis rathkei" 201 "Vejsnäs Rinne" "1968-03-21"
11503 3 NA 10 26 "Mitteldarm" NA 47 "Fish offal (Fischereireste)" 201 "Vejsnäs Rinne" "1968-03-21"
11503 3 NA 10 26 "Vorderdarm oder Magen" NA 23 "Fish offal (Fischereireste)" 201 "Vejsnäs Rinne" "1968-03-21"
11504 3 NA 20 25 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 184 "Vejsnäs Rinne" "1968-05-21"
11504 3 NA 20 25 "Vorderdarm oder Magen" 1 20 "Various Bivalvia" 184 "Vejsnäs Rinne" "1968-05-21"
11504 3 NA 20 25 "Vorderdarm oder Magen" NA 1 "Unidentified Polychaeta remains" 184 "Vejsnäs Rinne" "1968-05-21"
11504 3 NA 20 25 "Vorderdarm oder Magen" NA 117 "Fish offal (Fischereireste)" 184 "Vejsnäs Rinne" "1968-05-21"
11504 3 NA 20 25 "Vorderdarm oder Magen" NA 2 "Aphroditidae spp." 184 "Vejsnäs Rinne" "1968-05-21"
11505 3 NA 20 24 "Vorderdarm oder Magen" 1 8 "Harmothoe spp." 184 "Vejsnäs Rinne" "1968-05-21"
11505 3 NA 20 24 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 184 "Vejsnäs Rinne" "1968-05-21"
11505 3 NA 20 24 "Mitteldarm" 3 2 "Diastylis rathkei" 184 "Vejsnäs Rinne" "1968-05-21"
11505 3 NA 20 24 "Mitteldarm" NA 17 "Aphroditidae spp." 184 "Vejsnäs Rinne" "1968-05-21"
11505 3 NA 20 24 "Mitteldarm" 1 2 "Gastosaccus spinifer" 184 "Vejsnäs Rinne" "1968-05-21"
11505 3 NA 20 24 "Mitteldarm" NA 22 "Macerated" 184 "Vejsnäs Rinne" "1968-05-21"
11506 3 2 10 24 "Vorderdarm oder Magen" 6 8 "Harmothoe spp." 184 "Vejsnäs Rinne" "1968-05-21"
11506 3 2 10 24 "Vorderdarm oder Magen" 2 4 "Diastylis rathkei" 184 "Vejsnäs Rinne" "1968-05-21"
11506 3 2 10 24 "Mitteldarm" NA 6 "Aphroditidae spp." 184 "Vejsnäs Rinne" "1968-05-21"
11506 3 2 10 24 "Mitteldarm" 3 2 "Harmothoe spp." 184 "Vejsnäs Rinne" "1968-05-21"
11506 3 2 10 24 "Mitteldarm" 7 19 "Diastylis rathkei" 184 "Vejsnäs Rinne" "1968-05-21"
11506 3 2 10 24 "Mitteldarm" NA 6 "Macerated" 184 "Vejsnäs Rinne" "1968-05-21"
11507 3 2 10 21 "Vorderdarm oder Magen" NA 4 "Aphroditidae spp." 184 "Vejsnäs Rinne" "1968-05-21"
11507 3 2 10 21 "Vorderdarm oder Magen" 6 10 "Harmothoe spp." 184 "Vejsnäs Rinne" "1968-05-21"
11507 3 2 10 21 "Mitteldarm" NA 7 "Macerated" 184 "Vejsnäs Rinne" "1968-05-21"
11507 3 2 10 21 "Mitteldarm" NA 29 "Aphroditidae spp." 184 "Vejsnäs Rinne" "1968-05-21"
11508 3 2 10 22 "Vorderdarm oder Magen" 13 11 "Harmothoe spp." 184 "Vejsnäs Rinne" "1968-05-21"
11508 3 2 10 22 "Vorderdarm oder Magen" 2 3 "Diastylis rathkei" 184 "Vejsnäs Rinne" "1968-05-21"
11508 3 2 10 22 "Mitteldarm" 4 8 "Diastylis rathkei" 184 "Vejsnäs Rinne" "1968-05-21"
11508 3 2 10 22 "Vorderdarm oder Magen" NA 11 "Aphroditidae spp." 184 "Vejsnäs Rinne" "1968-05-21"
